Nombre inmueble,Latitud,Longitud
Unidad Deportiva,17.540133,-98.578313
Esc. Prim. Biling¡ºe Jaime Torres Bodet,17.113,-98.2722
Auditorio Municipal,17.193179,-98.455416
Esc. Prim. Biling¡ºe Gabino Barrera,17.194472,-98.457157
Presidencia Municipal,17.192938,-98.455279
Casa Comunitaria,17.744272,-98.656481
Esc. Prim. Victoria,17.742675,-98.659458
Auditorio Municipal,17.470572,-98.606727
Auditorio Municipal,17.460466,-98.517458
ESCUELA SECUNDARIA GENERAL √¢‚Ç¨≈ìDEFENSORES DE LA REP√É≈°BLICA√¢‚Ç¨¬ù,16.795888,-99.384055
ESCUELA PRIMARIA EMPERADOR CUHUTEMOC,16.797277,-99.389527
Auditorio Municipal,16.732638,-98.601655
SalÛn de Usos M¡∫ltiples,16.3959,-98.3202
Esc. Prim. CuauhtÈmoc,16.4711,-98.3008
Casa Ejidal,16.4352,-98.3603
Esc. Prim. Luz de AmÈrica,16.3856,-98.3018
Esc. Prim. Salvador DÌaz MirÛn,16.4409,-98.3837
Comisaria Municipal,16.41,-98.3736
Comisaria Municipal,16.3918,-98.3737
Capilla de Lomas del Vidal,16.4116,-98.3651
Comisaria Municipal,16.4146,-98.3448
Casa Particular,16.3615,-98.3053
Esc. Prim. Fray BartolomÈ de las Casas,16.3445,-98.3355
Comisaria Municipal,16.3457,-98.3126
Bodega Municipal,16.3545,-98.3238
Comisaria Municipal,16.4649,-98.3356
Escuela Primaria,16.3726,-98.3005
Esc. Prim. Benito Ju¡°rez,16.696614,-98.583188
Casa de la cultura,16.4606,-98.3518
Salon de Usos M¡∫ltiples,16.4351,-98.3603
Esc. Gral. Nicolas Bravo,16.733699,-98.611267
Esc. Sec. Ni¡±os HÈroes,16.4342,-98.3721
SalÛn de Usos M¡∫ltiples,16.3809,-98.3332
Comisaria Municipal,16.635719,-98.55987
Comisaria Municipal,16.4021,-98.3813
Comisaria Ejidal,16.3241,-98.3344
Comisaria Municipal,16.729045,-98.622902
Esc. Prim. Emiliano Zapata,16.732979,-98.600931
iglesia,16.3833,-98.5157
Esc. Sec. Otilio Monta¡±o,16.3619,-98.5822
Comisaria Municipal,16.3441,-98.5024
Esc. Prim. L¡°zaro C¡°rdenas,16.603803,-98.977056
Esc. Prim. Ni¡±o HÈroes,16.602718¬†,-98.964782
Esc. Prim. Don Vicente Guerrero,16.3443,-98.5322
Comisaria Municipal,16.3217,-98.5443
Esc. Prim. Miguel Hidalgo,16.610871¬†,-98.983142
Comisaria Municipal,16.608326,-98.978215
Esc. Sec. Tec. 97,16.807774,-98.299787
Esc. Amado Gonz¡°lez D¡°vila,16.811887,-98.296893
Esc. Prim. Plan de Ayutla,16.971736,-99.102186
Unidad PedagÛgica Nacional,16.975638,-99.108883
Colegio de Bachilleres No. 8,16.971408,-99.103169
Esc. Prim. Felipe Escudero,16.965101,-99.099252
Instituto Tec. Profesional EducaciÛn ArtÌstica (ITPEAA),16.965741,-99.096041
Esc. Prim. Plan de Ayutla,16.970366,-99.101694
Comisaria Municipal,16.964217,-99.094772
Esc. Prim. Gregorio Torres Quintero,16.969601,-99.090492
Comisaria Municipal,16.924177,-99.101607
Local de Eventos Sociales,16.970165,-99.101427
Local de Eventos Sociales,16.963304,-99.096205
Unidad Deportiva de ayutla (UDA),16.973277,-99.102535
Comisaria Ejidal,16.2815,-98.2438
Comisaria Municipal,†16.531922,-98.488105
Comisaria Municipal,16.3153,-98.314
Comisaria Municipal,16.327191,-98.565317
Comisaria Municipal,16.574889†,-98.461598
salÛn de Albergue,16.3031,-98.2751
Iglesia,16.3341,-98.262
Centro de salud,16.561266¬†,-98.439167
Comedor Comunitario,16.46896,-98.40518
SalÛn de Usos M¡∫ltiples,16.47417,-98.404128
comisaria Municipal,16.3445,-98.2813
Esc. Prim. Plan de Ayutla,16.3524,-98.4858
Esc. Sec. Tec. Num. 35,16.582533,-98.83074
ESC. PRIM. FED. IGNACIO MANUEL ALTAMIRANO,16.749679,-99.005043
ESC. PRIM. RURAL VICENTE GUERRRERO,16.7511,-99.000413
Esc. Prim. Benito Ju¡°rez,16.624597,-98.702841
Esc. Prim. L¡°zaro C¡°rdenas,16.536539,-98.666144
Esc. Prim. Ricardo Flores Magon,16.625264,-98.630802
Esc. Prim. EscuadrÛn 201,16.699444,-99.011666
Esc. Prim. Francisco Sarabia,16.788481,-98.244153
Esc. Prim. El Progreso,16.792521,-98.246016
AUDITORIO MUNICIPAL,16.9885,-99.261111
ESC. PRIM. REVOLUCION SOCIAL,16.987028,-99.260777
ESC. PRIM. IGNACIO M ALTAMIRANO,16.986806,-99.264527
ESC. PRIMARIA DANIEL DELGADILLO,16.988778,-99.257944
Capilla San Vicente,16.4238,-98.2216
Comisaria Municipal,16.4311,-98.1838
Comisaria Municipal,16.3913,-98.1818
Esc. Prim. Josefa Ortiz de Dominguez,16.3918,-98.222
Auditorio Municipal,16.3634,-98.192
Comisaria Municipal,16.3706,-98.2908
Conalep NUM. 139,16.4129,-98.2454
Instituto tecnologico Superior de la Costa Chica,16.700108,-98.419193
Comisaria Municipal,16.642416,-98.469619
Comisaria Municipal,16.3833,-98.2809
Comisaria Municipal,16.461,-98.16
Centro de Salud,16.3444,-98.2551
Iglesia,16.3621,-98.2537
Esc. Telesecundaria Cresencio,16.606034¬†,-98.425803
Comisaria Municipal,16.4036,-98.2628
Comisaria Municipal Auditorio,16.3634,-98.2917
Cancha Publica,16.3912,-98.2635
Preescolar indigena Ni¡±o Artillero,16.441,-98.1517
Iglesia,16.722044,-98.374527
Comisaria Municipal Auditorio,16.737739,-98.427775
Iglesia,16.579972,-98.460325
Comisaria Ejidal,16.578766¬†,-98.43121
Comisaria Municipal Auditorio,16.4153,-98.174
Comisaria Municipal Auditorio,16.3812,-98.2829
Comisaria Municipal,16.4334,-98.2351
Comisaria Municipal Auditorio,16.3836,-98.2929
Comisaria Municipal Auditorio,16.3732,-98.225
Cancha Publica,16.3503,-98.1626
Esc. Prim. Vasco de Quiroga,16.4438,-98.1719
Esc. Prim. Francisco Reyna Roman,16.372,-98.1602
Esc. Prim. Francisco I. Madero,16.3815,-98.2616
Esc. Prim. Articulo 3∞,16.3602,-98.2441
Iglesia,16.601531,-98.409018
Cancha Techada,16.3634,-98.1348
Comisaria Municipal,16.4037,-98.2722
Esc. Prim. Biling¡ºe Francisco Larroyo,16.4152,-98.1904
Comisaria Casa de Salud,16.3448,-98.2645
Esc. Prim. 20 de Noviembre,16.768898¬†,-98.267215
Comisaria,16.688281,-98.262316
Comisaria,16.3759,-98.1727
Auditorio,16.3735,-98.2414
Esc. Prim. Benito Ju¡°rez,16.3817,-98.2414
Unidad Deportiva,†16.685662,-98.414913
Iglesia,16.676006,-98.440904
Comisaria,16.577685,-98.429783
Iglesia,16.4354,-98.2012
Iglesia de la Guadalupe,16.653603,-98.443156
Comisaria,16.587342,-98.360702
Auditorio,16.4611,-98.2324
Auditorio,16.731139,-98.402252
Capilla,16.659853,-98.259077
Comisaria,16.4436,-98.1925
Iglesia,16.637702¬†,-98.438004
Capilla,16.4121,-98.1721
Capilla,16.3951,-98.205
Auditorio,16.3938,-98.2123
Capilla,16.3432,-98.2648
Comisaria,16.4232,-98.2216
CBTA 178,16.818846,-99.733504
ESCUELA PRIMARIA√¢‚Ç¨¬ù DONACIANO M. GARZ”N√¢‚Ç¨¬ù,16.81159,-98.726111
SEC. TEC. JOSE MARIA MORELOS Y PAVON,16.812507,-98.739299
ESCUELA PRIMARIA √¢‚Ç¨≈ìIGNACIO MANUEL ALTAMIRANO√¢‚Ç¨¬ù,16.808374,-98.73353
ESC. SEC. GRALMIGUEL HIDALGO Y COSTILLA,16.717543,-98.121732
ESC.PRIM.FLORENCIO VILLAREAL,16.723423,-98.133394
Esc. Prim. Emiliano Zapata,16.657903,-98.501286
Esc. Prim. Gral. Nicolas Bravo,16.693989,-98.503044
Auditorio Municipal,16.4142,-98.2814
Prim. Ignacio Zaragoza,16.741606,-98.477433
"Esc. Prim. Est. ""Cuahutemoc""",16.746147,-98.479086
Casa del Peregrino,16.745322,-98.476225
Esc. Prim. Fed. Lazaro Cardenaz,16.736467,-98.505475
"JardÌn de Ni¡±os ""Amalia del Castillo""",18.200833,-100.502777
Esc. Sec. Industrial n¡∫m. 39,18.163611,-100.156666
"Esc. Prim. Gral. ""Don Vicente Gro.""",18.271944,-100.610555
Esc. Sec. Industrial n¡∫m. 164,18.175556,-100.488888
"Esc. Prim. ""L¡°zaro C¡°rdenas""",18.200833,-100.528611
"Esc. Sec. Gral. ""Gabino Barrera""",18.155833,-100.501111
Comisaria Municipal,18.212778,-100.504722
"Esc. Prim. ""Miguel Hidalgo y Costilla""",18.247778,-100.562777
Iglesia SantÌsima Cruz,18.159444,-100.485277
"Esc. Prim. ""Vicente Guerrero""",18.163889,-100.584722
Capilla del Chalma,18.159444,-100.418611
"Esc. Prim. ""I.M.A.""",18.15,-100.503888
"Esc. Prim. RamÛn ""V"" ¡Ålvarez.",18.160278,-100.496666
Colegio de Bachilleres de Villa Nicol¡°s,18.214167,-100.556944
JardÌn de Ni¡±os 18 de Marzo,18.15,-100.503333
Esc. Abrahan Lincon,18.1975,-100.513888
Esc. Preparatoria No. 39,18.164722,-100.506388
Esc. Sec. Federal Gral. JoaquÌn Baranda,18.271389,-100.585277
Casa Ejidal,18.1617,-100.2314
Cancha Techada,18.2425,-100.5308
Comisaria Municipal,18.1421,-100.3159
Esc. Sec. TÈc. No. 38,18.158372,-100.385908
Colegio de Bachilleres Plantel No. 18,18.161414,-100.387386
JardÌn de N. El Mundo de los Ni¡±os,18.173969,-100.363774
SalÛn Villa Albatros,18.315342,-100.286605
pista ejidal,18.316506,-100.277647
Esc. Prim. Benito Ju¡°rez,18.315369,-100.283872
Esc. Prim. Gral R. Leyva Mancilla,18.315625,-100.2833
SalÛn Villa Albatros,18.315323,-100.286403
asilo de ancianos,18.691708,-100.806219
Esc. Prim. Francisco Javier Mina,18.409633,-100.478538
Esc. Prim. Donaciano GutiÈrrez Gardu¡±o,18.409807,-100.479695
H. Ayuntamiento Mpal.,18.409015,-100.478239
Esc. Sec. Gral. L¡°zaro C¡°rdenas,18.283539,-100.646725
Unidad Deportiva,18.332961,-100.711147
Auditorio Municipal,18.331542,-100.701633
Esc. Lic. Benito Ju¡°rez GarcÌa,18.28,-100.3449
Esc. Sec. Tec. #34,18.462227,-100.583074
Esc. Prim. Miguel Hidalga I. Costilla,18.468366,-100.580966
Colegio de Bachilleres Plantel,18.474642,-100.982333
Esc. Sec. Tec. #28 Dr. Ignacio Ch¡°vez,18.474178,-100.978888
Esc. Prim. Vicente Riva Palacio,18.477678,-100.979911
Esc. Prim. Alberto Reyes,18.475036,-100.976458
Terrenos de la expo,18.359932,-100.67693
Club de Leones,18.35324,-100.671747
Templo Cielos Abiertos,18.335014,-100.687275
Casa de La Moneda,21.830278,-103.782222
Auditorio Municipal,21.831667,-103.781667
Escuela Licenciado Alberto Orozco Romero,21.83265,-103.78049
Escuela Ignacio Zaragoza,21.843333,-103.774444
Escuela JosÈ MarÌa Morelos Y Pavon,21.829961,-103.781756
Auditorio Municipal,22.114031,-103.266197
Centro Social Tenamaxtle,22.110036,-103.270025
Escuela Primaria [Morelos],21.780833,-103.78
Bodega,21.780528,-103.778089
Casa Habitacion [RamÛn Corona],21.779214,-103.781344
Casa HabitaciÛn [Morelos],21.781017,-103.780736
Casa HabitaciÛn [Hidalgo],21.778764,-103.780839
Bodega del H. Ayuntamiento,21.779458,-103.780181
Escuela Primaria Miguel Hidalgo,21.780769,-103.779933
SalÛn de Usos M¡∫ltiples Templo San Pascual,21.778997,-103.780658
Asilo de Ancianos del DIF,21.779475,-103.780522
Escuela Primaria Pedro Moreno,21.772664,-103.7884
Centro de Salud,21.773622,-103.787811
Templo del Lugar,21.774556,-103.787039
Casa de MarÌa Isabel Gonz¡°lez,21.774692,-103.788381
Escuela Primaria Tizipuac Ni¡±o Artillero,21.6247,-103.637336
Bodega Comunal,21.624564,-103.638289
Escuela Tele Secundaria,21.624139,-103.636578
DelegaciÛn Municipal,21.625239,-103.639036
Auditorio Municipal,22.358333,-103.211667
Santuario de la Virgen del Tr¡°nsito,22.358875,-103.212625
Escuela Preparatoria Huej¡∫car,22.362661,-103.21435
SalÛn Picacho,22.359258,-103.212022
JardÌn de Ni¡±os Adolfo LÛpez Mateos,22.358186,-103.211231
Tele-Secundaria Juan Rulfo,22.358506,-103.211094
Auditorio Municipal (Centro Social),22.626011,-103.897733
Albergue Municipal,22.626939,-103.896531
Centro Social Transito,22.627853,-103.898239
Planta Alta de La Presidencia Municipal,22.627778,-103.8975
Preparatoria,22.629153,-103.901975
Escuela Secundaria TÈcnica # 58,22.627903,-103.900983
Escuela ValentÌn GÛmez Farias,22.623517,-103.898242
Escuela Gabriel Mistral,22.623508,-103.898047
DelegaciÛn Tenzomda,22.371667,-103.926389
SalÛn Ortega,22.372617,-103.927106
2 Bodegas,22.625422,-103.899806
Centro Comunitario DIF,22.389511,-103.727953
Centro Social,22.389475,-103.726331
Auditorio Municipal,22.387544,-103.728647
Casa Huichol,22.388339,-103.729756
Casa de La Cultura,22.389378,-103.729383
DelegaciÛn La Meza,22.281056,-103.99475
DelegaciÛn Las Minillas,22.495278,-103.636389
DelegaciÛn Nostic,22.318889,-103.735278
Auditorio Parroquial,21.684322,-103.811417
Casino San MartÌn,21.683103,-103.816311
JardÌn de Ni¡±os,21.681642,-103.812678
Colegio Vasco de Quiroga,21.679444,-103.8125
Escuela Francisco Villa,21.682281,-103.816358
Escuela Secundaria TÈcnica # 159,21.680506,-103.814339
Escuela Hidalgo # 157,21.684722,-103.813333
Bodega,21.680919,-103.811025
Auditorio Municipal,22.172778,-103.225278
Centro Comunitario DIF,22.172747,-103.225533
Casa de La Iglesia,22.173956,-103.22475
Primaria 21 de Marzo,22.214083,-103.226131
Primaria [Huacasco],22.212569,-103.098456
Primaria,22.193147,-103.133461
Primaria [Las Liebres],22.263075,-103.230175
Primaria [El Fraile],22.267,-103.232469
Primaria [Sauz de Los Marquez],22.1141,-103.117811
"Escuela Primaria ""Belisario Dominguez""",22.177647,-103.221997
SalÛn Ejidal Hidalgo,22.211858,-103.099222
SalÛn Ejidal 5 de Mayo,22.112875,-103.117722
Bodega Ramos,22.178428,-103.226489
Bodega Ganadera,22.170369,-103.225392
Centro Comunitario DIF,21.929822,-103.442097
Seminario (Casa Pastoral),21.928194,-103.444108
Auditorio Municipal,21.927914,-103.444514
Seminario,21.927919,-103.4437
Colegio [Santuario],21.973333,-103.526389
Casa del Peregrino,21.974719,-103.525908
Escuela Benito Ju¡°rez,21.976203,-103.524794
SalÛn de Usos M¡∫ltiples,21.975536,-103.524386
Auditorio Municipal,21.984739,-103.599817
Casa Pastoral Juan Pablo II,21.984222,-103.593817
DIF Ferrocarril,21.51905,-102.225022
Bodega Regional del SeDIF Jalisco,21.518361,-102.223953
Bodega [El Refugio],21.519742,-102.223303
Centro de Salud,21.532061,-102.239764
Secundaria RamÛn Corona,21.524608,-102.237222
Centro de Asistencia Para Ni¡±os,21.358844,-101.936028
SalÛn Camino Real,21.362697,-101.938736
Aula de La Tercera Edad,21.863561,-101.592078
DIF Municipal,21.863731,-101.592292
Centro Comunitario DIF,20.991683,-101.992747
Auditorio Municipal,21.257733,-102.337192
SalÛn de Usos M¡∫ltiples,21.244992,-102.334503
Albergue de Caritas,21.251158,-102.33095
Casa de La Juventud,21.244056,-102.335856
Auditorio Municipal,21.435269,-102.575369
Centro Comunitario DIF,21.436308,-102.576378
Auditorio DIF Maravillas,21.420036,-102.571272
DIF Belen del Refugio ( Antes Centro de Salud),21.526994,-102.437419
SalÛn de Eventos,21.539822,-102.596128
Club de Leones,21.681661,-102.587511
Escuela Vicente Su¡°rez,21.676994,-102.588369
Escuela Preparatoria,21.677,-102.592253
Centro Comunitario,21.677525,-102.588167
Escuela MarÌa Acero V,21.672233,-102.589953
Escuela Francisco Javier Mina,21.673956,-102.596194
Escuela ValentÌn GÛmez Farias,21.684164,-102.590864
Secundaria Federal Rafael RamÌrez,21.673008,-102.585431
Escuela Pedro Moreno,21.671892,-102.589797
Centro Comunitario DIF,20.780428,-102.903806
Escuela Primaria [LÛpez Cotilla],20.779711,-102.903719
Escuela Primaria [Pedro Moreno # 15],20.778486,-102.909769
Escuela Secundaria,20.779461,-102.909786
Centro de desarrollo,20.723653,-102.896664
Escuela Secundaria TÈcnica # 38,20.786836,-102.911219
Instalaciones del DIF Municipal,20.705494,-102.358742
DIF Municipal,21.174192,-102.466858
Unidad Basica de Rehabilitacion (UBR),21.174408,-102.465356
Delegacion Municipal,21.29035,-102.502614
Centro Comunitario DIF,20.606289,-102.223297
Centro Comunitario JosÈfina Allende,20.607733,-102.225736
Centro Comunitario DIF,21.267275,-102.783286
Centro Social,21.267022,-102.779794
Casa Pastoral,21.264447,-102.776581
SalÛn Alvarado,21.010464,-102.179839
Centro Cultural,21.010636,-102.181067
Centro Cultural [Onofre GarcÌa],21.013053,-102.180967
Casa Pastoral,21.011061,-102.182772
SalÛn Oassis,21.009436,-102.178472
SalÛn San Julian,21.009933,-102.181467
DIF Municipal,21.004617,-102.176853
Centro Comunitario DIF,21.032697,-102.401764
Unidad Parroquial,21.032211,-102.407172
Centro Comunitario DIF,20.823203,-102.748464
Auditorio,20.814769,-102.764989
Casa del Catecismo,20.952328,-102.668681
Auditorio Miguel Hidalgo,20.818458,-102.767097
Casa Pastoral Pegueros,20.953775,-102.665936
Talleres Productivos Tepatitl¡°n,20.814667,-102.768939
Hacienda del Carmen SalÛn de Eventos,20.805508,-102.748742
Centro de desarrollo Comunitario 29 DIF Capilla de Guadalupe,20.824867,-102.762536
Centro de desarrollo Comunitario DIF San JosÈ de Gracia,20.6768,-102.568603
Instituto Renacimiento (Auditorio),20.820872,-102.778811
Auditorio de La Sagrada Familia,20.818081,-102.767389
Casa de Partoral Capilla de Guadalupe,20.825942,-102.593411
Casa de Pastoral de San JosÈ de Gracia,20.673125,-102.570944
La Hermita SalÛn de Eventos,20.944192,-102.672494
Centro Comunitario DIF,21.010575,-102.616106
Centro Comunitario DIF,21.146194,-102.685828
Centro Comunitario DIF,21.183794,-102.889106
Auditorio Municipal Alberto C¡°rdenas Jimenez,21.1831,-102.889817
Edificio de La O.N.G.S,21.1773,-102.874372
Escuela Pedro Moreno,21.175014,-102.882936
C.B.T.A.,21.183697,-102.891497
SalÛn de La Comunidad Agraria,20.741319,-102.537219
Casa Ejidal del Lugar,20.552828,-102.508322
Casa de La Cultura,20.5491,-102.512958
Auditorio Municipal,20.548289,-102.515033
Unidad Administrativa,20.52415,-102.532703
Casino Atotonilco,20.548853,-102.510364
Secundaria Federal,20.547256,-102.519922
delegacion Municipal Las Margaritas,20.538064,-102.536236
Casa de Catecismo,20.548517,-102.513533
Casa de Ejercicios,20.548197,-102.51315
Casa de Catecismo,20.549425,-102.506442
Centro de Evangelizacion Y Catequesis,20.552942,-102.508533
Escuela Secundaria TÈcnica # 74,20.533767,-102.327064
Escuela Ignacio Manuel Altamirano,20.525981,-102.326469
Escuela Ignacio Zaragoza,20.528217,-102.334686
SalÛn Fiesta La Barca,20.291942,-102.545861
C¡°ritas,20.281831,-102.548925
Caballero de ColÛn,20.278792,-102.551183
SalÛn Arriaga,20.278153,-102.553392
SalÛn RamÌrez,20.278739,-102.548683
SalÛn Flamingo,20.286633,-102.549378
SalÛn Gala,20.286206,-102.545017
Casa de La Cultura,20.287792,-102.543511
Casa Ejidal [Ni¡±os Heroes],20.283814,-102.537986
Escuela Secundaria TÈcnica # 52,20.287303,-102.545147
delegacion Municipal,20.288442,-102.546208
SalÛn de Fiestas Lati,20.286956,-102.545958
SalÛn de Fiestas (Disco),20.282172,-102.548319
SalÛn de Fiestas Disco 2,20.282519,-102.547467
Local Guadalupano,20.279767,-102.547425
DIF Andador,20.277603,-102.556356
SalÛn de la Tercera Edad,20.287256,-102.54395
Casa Ejidal Chapala,20.289978,-103.191619
Gimnasio Municipal Chapala,20.295761,-103.190736
Parroquia Chapala,20.288444,-103.192778
Centro Cultural Ajijic,20.297261,-103.242617
Parroquia Ajijic,20.2994,-103.261258
Primaria RamÛn Corona,20.292969,-103.241211
Parroquia San Antonio,20.293475,-103.240403
Parroquia de San Nicol¡°s,20.322436,-103.192578
Casa Ejidal San Nicol¡°s,20.316831,-103.158983
Casa Ejidal Atotonilquillo,20.392769,-103.123308
Casino MesÛn Real,20.291414,-102.711656
Casa de La Cultura,20.289842,-102.7108
SalÛn de Eventos El RincÛn,20.292464,-102.702183
Casa Ejidal,20.292342,-102.710672
Casa Ejidal,20.284042,-103.431958
Escuela Primaria # 700,20.285067,-103.340578
Escuela JosÈ Santana,20.284444,-103.429086
Auditorio Municipal,20.284783,-103.429119
Preparatoria Jocotepec,20.280619,-103.433872
Capilla San Miguel,20.277953,-103.436217
Casa Ejidal [Chapultepec],20.2778,-103.435719
Casa de La Cultura,20.284375,-103.430658
Templo del Se¡±or Monte,20.284953,-103.430356
Casa Pastoral de San Juan Cosala,20.286875,-103.340319
Templo Purisima,20.288608,-103.434922
SalÛn Naranjitos,20.284658,-103.423836
Unidad deportiva,20.280431,-103.432358
Templo Sagrado Corazon,20.345581,-102.773558
Templo de La Virgen del Rosario,20.366453,-102.771325
Templo San Isidro Salvador,20.356328,-102.772953
Bodega (1),20.345425,-102.770828
Bodega (2),20.345953,-102.769808
Bodega Ejidal,20.346164,-102.768556
Templo Virgen del Refugio,20.345517,-102.774189
Bodega (3),20.346464,-102.767436
Bodega Conasupo,20.347203,-102.769514
Templo San MartÌn de Zula,20.408606,-102.728331
Escuela Ignacio Zaragoza,20.43435,-102.779272
Escuela Manuel Crespo,20.387825,-102.820953
Escuela RevoluciÛn Mexicana,20.389844,-102.835033
Hotel Oasis,20.365383,-102.783781
Hotel Andruss,20.311433,-102.772669
Hotel del Lago,20.311047,-102.772542
Hotel Cristal,20.347531,-102.776322
Puesta del Sol,20.350042,-102.770322
Loma Campamento,20.373786,-102.764275
SalÛn Los Naranjos,20.337961,-102.768772
SalÛn de Fiesta El Mojado,20.336656,-102.773869
Sindicato Celanese,20.337219,-102.769506
Sindicato de Industrias SecciÛn 8,20.343472,-102.774592
Sindicato Nestle,20.352014,-102.774494
Sindicato de Telefonistas de la Rep¡∫blica Mexicana SecciÛn 98,20.351783,-102.772983
SalÛn Valentinos,20.356853,-102.772925
Ex cine Palacio,20.346836,-102.773381
Expo-Eventos,20.362331,-102.775683
Caba¡±a del Pescador,20.345067,-102.776461
Cinemas Acuario,20.346175,-102.774392
Hogares Fraternales,20.337881,-102.771431
Centro de Seguridad Social,20.353861,-102.774086
SalÛn de Fiestas El Mojado,20.409458,-102.728342
Bodega Particular del Ejido,20.353036,-102.772594
Escuela Primaria Rural Federal ¡Ålvaro ObregÛn,20.406933,-102.718906
Casa Ejidal Nuevo Fuerte,20.336817,-102.7724
CBETYS # 49 ( Auditorio ),20.335078,-102.773089
Escuela Adolfo LÛpez Mateos,20.407131,-102.717767
Auditorio Municipal,20.384758,-102.928108
Casa Pastoral,20.383139,-102.928325
Gimnasio Municipal,20.376292,-102.925017
DelegaciÛn Mezcala,20.335839,-103.018303
Centro de Salud Mezcala,20.336142,-103.018525
DelegaciÛn San Juan Tecomatl¡°n,20.329369,-103.100264
DelegaciÛn San Miguel,20.391128,-102.994333
DelegaciÛn Cuitzeo,20.336206,-102.786333
DelegaciÛn Santa Cruz,20.375167,-102.863086
Secundaria Federal # 21,20.168053,-103.043042
DIF Municipal,20.160989,-103.044831
SalÛn Ejidal,20.159133,-103.044714
DIF Municipal,20.539708,-102.789236
Casa Pastoral,20.541392,-102.792981
Casino Fiesta,20.5387,-102.796208
Disco Lover,20.539706,-102.793164
Casa Ejidal,20.467842,-102.926997
Seminario,19.981861,-103.26085
Auditorio Municipal,19.981422,-103.257628
Casa de La Cultura,19.978575,-103.258461
Centro Pastoral,19.979047,-103.259964
Los Cuetes,19.585703,-102.908628
Auditorio Municipal,19.916211,-103.020056
Escuela Auditorio,19.917281,-103.019233
Escuela Juana de Asbaje,19.918328,-103.018808
Bodega Ejidal,19.919936,-103.024469
Bodega,19.926608,-103.018697
Casa Parroquial,19.922083,-103.028136
Casa de La Cultura,19.254836,-103.377808
Club de Leones Nacional de Pihuamo,19.251286,-103.383103
Parroquia Santo Santiago Apostol,19.254606,-103.377928
Casino Auditorio,19.676225,-103.253461
Terraza del Lienzo,19.67445,-103.255444
Escuela Primaria RevoluciÛn,19.775969,-103.120986
CONALEP JosÈ MarÌa MartÌnez RodrÌguez,19.694289,-103.239414
Escuela Primaria Gordiano Guzm¡°n,19.676814,-103.254778
Escuela Ricardo Flores MagÛn,19.753975,-103.177764
Auditorio Municipal,19.932442,-102.943322
Casa de La Cultura Municipal,19.932039,-102.943053
Casino Alondra,20.010992,-103.601997
Casino Acerradero,20.00965,-103.600872
Auditorio Municipal,20.011958,-103.598892
Templo Parroquial,20.012042,-103.599936
Casino La Bascula,20.01035,-103.594833
Casa de La Cultura,20.011089,-103.599386
Antigua Capilla,19.989586,-103.641575
Casa Ejidal,19.991044,-103.642483
Casino Ejidal,19.990217,-103.6432
Casino Los Hernandez,19.988447,-103.642022
Templo Cofradia,20.029183,-103.554614
Seminario,20.139444,-103.726389
Casa Ejidal,20.140278,-103.726111
Casino de Eventos de La Cruz,20.134406,-103.729331
Unidad deportiva Buenos Aires,20.136014,-103.728183
Casa de La Cultura,20.141869,-103.727844
"Casino ""Toro Loco""",20.009325,-103.516094
"""El ComitÈ""",20.010311,-103.51515
"""SalÛn Parroquial""",19.910281,-103.450697
SalÛn de Pastoral,19.967675,-103.523856
SalÛn Parroquial Atoyac,20.008189,-103.516569
Casino El Paraiso,19.909475,-103.451611
"Casino ""El Texano""",20.009458,-103.515422
"Centro de FormaciÛn Forestal, El Campanario",19.688664,-103.456778
Casino Auditorio,19.725636,-103.459681
Centro de ExposiciÛn Atesanal,19.724167,-103.46
Centro Universitario del Sur,19.723714,-103.460425
Gimnasio Benito Ju¡°rez,19.703072,-103.462356
SalÛn de Fiestas Hersans,19.705447,-103.471544
SalÛn de Fiestas Bravo,19.711,-103.466547
SalÛn de Fiestas Emiliano Zapata,19.699147,-103.479078
SalÛn Galerias,19.692711,-103.459272
SalÛn Real,19.699975,-103.465781
SalÛn Sindicato IMSS,19.723042,-103.459478
SalÛn de Fiestas Guerrero,19.705364,-103.467081
SalÛn de Fiestas La Rosa,19.701258,-103.459683
SalÛn El Ranchito,19.701864,-103.479467
SalÛn 21 de Marzo,19.704711,-103.475847
Centro de desarrollo Comunitario San JosÈ,19.7304,-103.454394
Centro Comunitario Constituyentes,19.689867,-103.477375
Centro Comunitario Solidaridad,19.684603,-103.464253
SalÛn Hacienda La Reja,19.693169,-103.468167
SalÛn Para Fiestas Cruz Roja,19.688567,-103.462831
"Unidad deportiva ""Salvador Aguilar""",19.694808,-103.478006
SalÛn de Fiestas La Carreta,19.686942,-103.477003
Centros de Integracion Juvenil AsociaciÛn Civil,19.685689,-103.460117
SalÛn Forum,19.700919,-103.460728
SalÛn El Grullo,19.683544,-103.471544
Bodega Impecsa,19.719431,-103.488147
SalÛn de Fiestas Lorena,19.689161,-103.471369
Forum Ejidal,19.70745,-103.481114
"Unidad deportiva "" Salvador Aguilar """,19.694553,-103.477358
SalÛn En Venta,19.679222,-103.468658
SalÛn Los Monos,19.679911,-103.471806
SalÛn Las Pe¡±as,19.7017,-103.452836
SalÛn MarÌa Isabel,19.710364,-103.460106
SalÛn Betos,19.705833,-103.464264
SalÛn En Venta,19.678116,-103.467537
ServiFiestas,19.794544,-103.478197
SalÛn Duran,19.796103,-103.479092
Casa Ejidal,19.790975,-103.478814
