Nombre inmueble,Latitud,Longitud
SalÛn Parroquial,19.6103,-96.9497
SalÛn Social,19.6069,-96.9013
Iglesia De La Comunidad,19.6256,-96.9415
SalÛn Social,19.6245,-96.9703
SalÛn Social,19.5868,-96.874
Esc. Telesecundaria,19.6026,-96.9642
SalÛn Social,19.5937,-96.9221
Esc. Telesecundaria,19.6114,-96.916
SalÛn Social (Vista 2Da Manzana),19.6178,-96.9256
Iglesia De La Comunidad,19.6144,-96.8859
,19.6144,-96.8859
SalÛn Social,19.6144,-96.8859
,19.602,-96.9073
SalÛn Social,19.6251,-96.9104
SalÛn Parroquial (Jilotepec),19.6226,-96.9687
,19.6373,-96.9436
,19.633,-96.9396
SalÛn Social,19.618,-96.9753
Iglesia De La Comunidad,19.6177,-96.9623
SalÛn Parroquial (Jilotepec),19.6109,-96.9422
Esc. Prim. Juan De La Luz Enriquez,19.37541,-96.37711
Salon Social Cnc,19.37269,-96.37531
Esc. Sec. Armando Cardel Aguilar,19.37414,-96.37414
Esc. Sec. Tec. Industrial N∞ 79,19.38142,-96.36908
Esc. Prim. Miguel Hidalgo,19.37725,-96.37367
Casa Del Campesino,19.35211,-96.33588
Esc. Prim. Jose Maria Y Pavon,19.35229,-96.33619
Esc. Tele. Nicolas Blanco,19.35221,-96.33786
Auditorio Municipal,18.671762,-97.045213
Auditorio Municipal,18.595366,-96.99306
Salon De Usos Multiples ,18.813047,-96.963075
Mercado Municipal ,18.812898,-96.962922
Capilla,18.796229,-96.967018
Casa De Salud ,18.809388,-96.974133
Capilla,18.780222,-96.961887
Capilla,18.780851,-96.947635
Escuela Primaria  î Guadalupe Victoria,21.851325,-97.747927
Escuela Telesecundaria ìVasco De Quiroga,21.853614,-97.745494
Jardin De NiÒos ìManuel Rafael Gutierrez,21.826278,-97.730678
Escuela Primaria Fed ìVenustiano Carranza,21.826373,-97.732842
Jardin De NiÒos ìEnrique  C. Rebsamen,21.684947,-97.696756
Escuela Primaria ìEmiliano Zapata,21.685086,-97.700903
Jardin De NiÒos ì Felipe Villanueva,21.685086,-97.700903
Esc. Prim. ìArt. 3∞ Martires De La Revolucion,21.68012,-97.696172
Casa De Adulto Mayor,21.660586,-97.849069
Casa Del Campesino,21.827049,-97.733007
El Buen Samaritano,21.686109,-97.697345
Auditorio Municipal ìHermilo Calles Del Angel,21.661019,-97.851033
Salon Social ,18.746615,-96.872638
Salon Social ,18.74752,-96.785664
Salon Social ,18.721692,-96.660839
Esc. Prim. Cuahutemoc,20.440195,-97.331505
Casa Particular,20.444524,-97.326433
Esc. Prim. Lazaro Cardenas Del Rio ,20.456659,-97.315462
Esc. Prim. Fray Pedro De Gante ,20.337705,-97.18045
Esc. Tele.Sec. Josefa Ortiz De Dominguez  ,20.450805,-97.344185
Salon Ejidal,20.438195,-97.329817
Esc. Prim. Expropiacion Petrolera,20.442231,-97.325041
Esc. Prim. Manuel Azueta ,20.445756,-97.32397
Esc. Sec.Tec. #64 ,20.44888889,-97.32444444
Esc. Telesec. Sor Juana Ines De La Cruz,20.44888889,-97.32444444
Esc. Prim. 20 De Noviembre Y Luis Hidalgo,20.44888889,-97.32444444
Esc. Prim. Josefa Ortiz De Dominguez,20.453873,-97.328412
Esc. Prim. Fco. I. Madero ,20.44888889,-97.32444444
Jadin De NiÒos Herbert Spencer,20.44888889,-97.32444444
Esc. Sec. Gral. Mata Redonda,20.44888889,-97.32444444
Mata De Varas,19.020531,-96.669924
Paso Del Macho,18.97138889,-96.72388889
Paso Del Macho,18.97138889,-96.72388889
Paso Del Macho,18.97138889,-96.72388889
Preventivo,17.82833333,-95.81333333
Preventivo,17.82833333,-95.81333333
Esc. Primaria Benito Ju·rez,17.82833333,-95.81333333
Casa Ejidal,17.991529,-95.405297
Casa Ejidal,17.807329,-95.311002
Escuela Primaria Vicente Guerrero,17.99388889,-95.40138889
Escuela Primaria Rural,17.99388889,-95.40138889
Auditorio Municipal,18.78861111,-97.09222222
Santiago Tuxtla,17.88944444,-95.13944444
Santiago Tuxtla,17.88944444,-95.13944444
Auditorio Municipal,18.62194444,-97.03888889
Auditorio Municipal,18.62194444,-97.03888889
Jardin De NiÒos Manuel AcuÒa,17.66333333,-95.73527778
Esc. Prim. Jose Maria Morelos Y Pavon,17.66333333,-95.73527778
Salon Social Loma De Santa Barbara,17.66333333,-95.73527778
Salon Social Paso Solano,17.66333333,-95.73527778
Salon Social Laguna Blanca,17.66333333,-95.73527778
Salon Social ,19.193697,-19.193697
Auditorio Municipal,18.755402,-97.151828
Auditorio Municipal,18.755402,-97.151828
Auditorio Municipal,18.51775,-97.056236
Auditorio Municipal,18.51775,-97.056236
Auditorio Municipal De Tlacolulan ,19.251057,-96.883553
Prim. Juan De La Luz Enriquez,19.385731,-96.974377
Salon Ejidal ,17.891406,-94.819493
Camelia,17.894642,-94.816471
Esc.Prim Rafael Ramirez,17.680526,-94.78263
"Esc,Prim.Dr Luis E Ruiz",17.81277,-94.791309
Esc Prim Cuauhtemoc,17.89694444,-94.81138889
Salon Asoc. Ganadera Local,18.448254,-96.352364
Salon Social P. Negras,18.44888889,-96.35722222
Salon Social Paso De La Boca,18.44888889,-96.35722222
Comisariado Ejidal Cocuite,18.44888889,-96.35722222
Temporal,18.44888889,-96.35722222
Auditorio Municipal.,18.44888889,-96.35722222
Amatilla,19.182079,-96.820654
Chixtla,19.178572,-96.855492
Tlacotepec,19.19166667,-96.835
Quinta Del  Sol,19.31333333,-96.90194444
Tecamilla,19.03083333,-97.00861111
Tecama,19.03083333,-97.00861111
Cruz Verde,19.03083333,-97.00861111
San Martin,19.03083333,-97.00861111
Tecolotla,19.03083333,-97.00861111
Tomatlan,19.027824,-97.005119
Tomatlan,19.03083333,-97.00861111
"Palacio Municipal, En La Sala De Cabildo",19.211831,-96.960884
Temporal,20.948662,-97.410389
Temporal,20.95861111,-97.38083333
Temporal,20.95861111,-97.38083333
Temporal,20.95861111,-97.38083333
Temporal,20.952909,-97.391713
Temporal,20.946864,-97.403304
Temporal,20.95861111,-97.38083333
Temporal,20.95861111,-97.38083333
SalÛn Social De La CongregaciÛn,20.95861111,-97.38083333
Escuela Primaria,17.209868,-94.201188
SalÛn Social De La CongregaciÛn,17.16583333,-94.14694444
Escuela Primaria,17.165643,-94.146169
SalÛn Ejidal,17.22472222,-94.55611111
Escuela Primaria Emiliano Zapata,17.281696,-94.634901
SalÛn Ejidal,17.29027778,-94.23888889
SalÛn Ejidal,17.32916667,-94.43638889
Iglesia Del Pueblo,17.328838,-94.436141
SalÛn Social,17.43527778,-94.49888889
Casa Ejidal,17.434295,-94.498621
Casa Ejidal,17.22972222,-94.37916667
Escuela Primaria,17.22972222,-94.37916667
SalÛn Ejidal,17.34805556,-94.38055556
Iglesia Catolica,17.34805556,-94.38055556
Escuela Primaria,17.26166667,-94.37416667
2 Salones De Uso Multiples,17.259651,-94.291045
SalÛn Ejidal,17.26944444,-94.49777778
Escuela Telesecundaria Benito J. Garcia,19.42166667,-97.00472222
Escuela Primaria Vicente Guerrero,19.11472222,-96.85888889
Escuela Primaria Venustiano Carranza,19.11472222,-96.85888889
"Iglesia Adventista 
Del 7∞ Dia
",19.11472222,-96.85888889
Iglesia Catolica,19.11472222,-96.85888889
Escuela Primaria General  Lazaro Cardenas Del Rio,19.11472222,-96.85888889
Cbta 282,19.11472222,-96.85888889
Auditorio Municipal,18.66416667,-97.00111111
Auditorio Municipal,18.66416667,-97.00111111
Cobaev 31,20.142125,-97.573648
Aguilera,20.14055556,-97.57666667
El Juile,20.14055556,-97.57666667
Almagres,20.14055556,-97.57666667
Cangrejera,20.14055556,-97.57666667
Providencia,20.14055556,-97.57666667
El Progreso Mixe,20.14055556,-97.57666667
Medias Aguas,20.14055556,-97.57666667
Escuela Telesecundaria,19.664645,-97.001125
SalÛn Social De La Cabecera Municipal,19.664602,-97.001116
Auditorio Municipal ,19.666875,-97.000847
SalÛn Usos M˙ltiples,19.64,-97.01138889
Iglesia De Balanca Espuma,19.73,-97.01222222
SalÛn Usos M˙ltiples,19.67916667,-97.02
SalÛn Etlantepec,19.68583333,-96.98638889
SalÛn Social Juan Aldama,19.648864,-97.222776
SalÛn Social Cruz Blanca,19.639055,-97.166662
SalÛn Social Benito Ju·rez,19.619897,-97.155856
Salon Social,19.7346667,-96.853065
Comedor Cuminitariio,19.73555556,-96.85194444
Salon Social,19.72361111,-96.84333333
Salon Social,19.673945,-96.796039
Casa Ejidal,19.67194444,-96.79888889
Salon Social,19.673548,-96.796506
RAFAEL RAMIREZ CASTA—EDA,20.64757,-89.68
E.P. MIGUEL HIDALGO Y COSTILLA,20.6938,-89.74667
E.P. ELIAZER TREJO CAMARA,"20.62491,",-89.60324
EL PIPILA,20.72264,-89.68577
E.P. VICENTE GUERRERO,20.69194,-89.68138
NICOLAS MOGUEL,20.695,-89.59354
E.P. SILVESTRE CHI,20.6938,-89.74667
E.P. AGUSTO MOLINA,20.80787,-89.44639
E.P. AMPARO ROSADO,"20.81693, ",-89.45025
E.P. PRIMITIVO RUBIO ¡VILA,20.81184,-89.45953
EESC. SECUNDARIA TECNICAN™ 13,20.81054,-89.44344
BENITO JUARES GARCIA,20.85986,-89.43147
TELESECUNDARIA JOAQUIN BARANDA,20.85718,†-89.4318
SALVADOR ALVARADO,20.83208,†-89.43941
COMISARIA MUNICIPAL,20.81304,†-89.45394
ESC. PRIMARIA NARCISO MENDOZA,20.84357,-89.4754
IGNACIO ZARAGOZA,20.87761,-89.49364
JULIAN CARRILLO,20.87783,†-89.49394
ESC. PRIM. JOSE PENICHE FAJARDO,"20.88854,",-89.43913
SALA DE JUNTAS COMISARIA,20.26693,-89.34691
E.P. FELIPE ALCOCER CASTILLO,20.25811,-89.34871
ESC. FLOR,20.26974,-89.3474
E.P. NACHI COCOM,20.26511,-89.34075
ESC. SAN DIEGO,20.256,-89.36243
E.P. 20 DE NOVIEMBRE,20.2677,-89.3553
"SALA CULTURAL DEL DIF ""LA PALMA""",20.26682,-89.93893
E.P. JOS… E. TORRES CERVANTES,21.1088,-89.40071
E.P. BENITO JU¡REZ GARCÕA,21.10949,-89.39816
COBAY,21.10623,-89.40333
J.N. L¡ZARO CARDENAS,21.10774,-89.39949
E.S. JOS… LOPEZ PORTILLO Y ROJAS,21.11054,-89.40728
UNIDAD BASICA DE REHABILITACION,21.10925,-89.407
ESC PRIM JUSTO SIERRA MENDEZ,21.12668,-89.39309
JARDI N DE NI—OS PITAGORAS,21.1138,-89.4043
TELESECUNDARIA SALVADOR  ZUBIRAN,21.07861,-89.39419
ESC. PRIM. EMILIANO ZAPATA,21.07998,-89.39634
CASA DE LA CONVIIVENCIA DE LA IGLESIA,21.0079,-89.17953
CASA EJIDAL,21.00731,-89.18019
E. P. IGANACIO ZARAGOZA,21.00669,-89.17861
TEMPLO PASTOR DE EVANGELICOS,"21.00443,",-89.18232
ESC. PRIM. ESTEBAN TORRES PACHECO,21.2068,-88.79342
ESC.PRIM. ELIGIO ANCONA CASTILLO,21.20219,-88.79456
ESC.PRIM.LEOPOLDO AGUILAR ROCA,21.19713,-88.78952
ESC.PRIM. EL NI—O ARTILLERO,21.24414,-88.82369
TELE SECUNDARIA AMADO NERVO,21.24826,-88.82422
CASA COMISARIAL,21.25018,†-88.82536
ESC. PRIM. MARIANO ARISTA,21.14312,-88.6655
TEMPLO EVANG…LICO EL DIVINO PASTOR,21.20119,-88.79504
ESC.PRIM. FELIPE CARRILLO PUERTO,21.20818,-88.55406
E.P.EST. JOS… MARIA MORELOS Y PAV”N,20.98384,-89.23029
J.N. CHAC MOOL,20.98581,-89.22495
E.P.FED. IGNACIO ALLENDE,20.98259,-89.22527
J.N. RITA CETINA GUTIERREZ,20.98388,†-89.23638
CAPILLA DIVINA MICERICORDIA,21.01978,-88.17655
PALACIO MUNICIPAL,21.01935,-88.17708
J.N. ALFREDO PENICHE EROSA,21.01898,-88.17449
J.N. EMILIANO ZAPATA,21.023,-88.18312
CAPILLA DE GUADALUPE,21.01825,-88.18214
E.P. ANDRES QUINTANA ROO,21.01466,-88.1779
CAPILLA SANTA CRUZ,21.01976,88.17647
CAPILLA DE F¡TIMA,21.02274,-89.17367
E.P. VALENTÕN G”MEZ F¡RIAS,21.05412,-88.08561
TELESECUNDARA TOMAZ AZNAR BARBACHANO,21.05512,-88.08012
COMISARIA MUNICIPAL,21.056,-88.08176
E. TELESECUNDARIA,20.97511,-88.11819
E.P. BENITO JU¡REZ GARCÕA,20.97431,-88.11335
E.P.U. ANA MARIA DE LOS ANGELES PI—A AZCORRA,21.16046,-89.09811
DAVID VIVAS ROMERO,21.15797,-89.10034
HEROE DE NACOZARI,21.15966,-89.10673
JARDIN DE NI—OS LUIS PASTEUR,21.15521,-89.09734
JUAN DE DIOS GOMES  Y GOMES,21.13014,†-89.15949
E.P.R. DAMIAN CARMONA,21.14971,†-89.07174
JARDIN DE NI—OS SOR JUANA,21.15857,†-89.10369
ESC. SEC. MOISES SAENZ,20.46986,-89.08115
ESC. PRIM. FRANCISCO J. MUJICA,20.47228,-89.08402
TEMPLO EVANGELICO  PRINCIPE DE PAZ,20.46762,-89.08175
ESC. PRIM. ARCADIO TUZ CHAN,20.44057,†-89.15292
ESC. PRIM. JOSE CLEMENTE OROZCO ,20.34876,-89.01793
ESC. PREESCOLAR EMILIANO ZAPATA,20.86052,-90.39774
IGLESIA,20.8603,-90.39891
ESC. JOSE ALAYOLA PREVE,20.86299,-90.39708
JARDIN DE NI—OS EMILIANO ZAPATA,20.86052,-90.39774
EDUARDO URZAIS RODRIGUEZ,20.9616,-88.6061
ESC. GRACIANO RICALDE GAMBOA,20.96758,-88.60278
PALACIO MUNICIPAL,20.96579,-88.60447
SALVADOR ALVARADO,20.9655,-88.60371
DIF MUNICIPAL,20.97054,-88.59959
EDUARDO URZAIZ RODRIGUEZ,20.9616,-88.6061
E.S. DIEGO L”PE DE COGOLLUDO,21.07626,-89.52046
J.N. GONZALO CAMARA ZAVALA,21.07541,-89.52077
E.P. MARCIAL CERVERA BUENFIL,21.06926,-89.52315
E.P. MARGARITA MAZA DE JU¡REZ,21.07962,-89.51914
JARDIN DE NI—OS MARIANO SILVA ACEVES,21.05064,-89.497
TELESECUNDARIA REP. DE MEXICO,21.05019,-89.49428
ESC. PRIM. EULALIO CASERES GALERA,21.04999,-89.49486
J.DE N. TUN BEN KIN,21.07184,-89.51121
RAFAEL RAMIREZ CASTA—EDA,21.07136,-89.51108
RODOLFO MENENDEZ DE LA PE—A,21.07512,-89.52058
CENTRO EDUCATIVO MANO AMIGA,21.08336,-89.52896
PRIMARIA COMUNITARIA BICENTENARIO,21.11052,-89.52471
PALACIO MUNICIPAL,20.64117,-88.29669
ESC. PRIMARIA NACHI COCOM,20.64083,†-88.30109
JARDIN DE NI—OS  CECILIO CHÕ,20.63991,†-88.29513
COMISARIA MUNICIPAL,20.63854,-88.33414
ESC. PRIMARIA JOSE MARIA MORELOS Y PAVON,20.63912,-88.33395
ESC. PRIM. MIGUEL HIDALGO Y COSTILLA,20.6417,-88.30578
COMISARIA MUNICIPAL,20.64009,†-88.30475
E. LEONILDES ESCAMILLA FEDERAL,20.73986,-89.31401
E.  PRIM EST FLORINDA BATISTA ESPÕNOLA,20.74227,-89.31692
E.S. MIGUEL A. EROLA AVIL…S,20.74269,-89.32518
PRESCOLAR  CUAUHTEMOC,20.73929,89.31692
SALVADOR ALVARADO,20.74527,-89.33343
RICARDO MOLINA SOLÕS,20.75955,-89.37039
RICARDO PALMERÕN,20.7593,-89.36999
SECUNDARIA AGUSTIN MELGAR,20.7604,-89.37255
COMISARIA,20.71231,†-89.32589
JUAN MANUEL VARGAS,20.70852,-89.32666
PALACIO MUNICIPAL,20.17258,-89.01641
PALACIO MUNICIPAL,20.5696,-88.51192
PALACIO MUNICIPAL,20.45821,-89.4577
ALFONSO CASO ANDRADE,20.65023,-87.93313
CASA EJIDAL,20.65477,-87.93699
COLEGIO DE BACHILLERES,20.66358,-87.92592
DR. ALFONSO CASO,20.6524,-87.94281
ERMILO ABREU GOMEZ,20.65424,†-87.94572
FRANCISCO I. MADERO,20.65059,-87.93313
IGLESIA CATOLICA,20.65489,†-87.93671
JUSTO SIERRA MENDEZ,20.66123,†-87.9416
PRIM. NACHI COCOM,"20.71729,",-87.86784
RAFAEL RAMIREZ CASTA—EDA,"20.65501,",-87.93568
LUIS ROSADO VEGA,20.66115,-87.92873
UNIDAD B¡SICA DE REHABILITACI”N,20.64843,-87.93699
ESC. PRIM. JUAN ESCUTIA ,20.66081,†-87.9418
FELIPE CARRILLO PUERTO,20.65075,-87.93289
COMISARIA EJIDAL,20.89366,-87.84033
COMISARIA MUNICIPAL,20.89523,†-87.83851
IGLESIA CATOLICA,20.89551,-87.8387
TELESECUNDARIA JULIO RENDON ALCOCER,20.89559,-87.84178
JARDIN DE NI—OS IN YAAX XIK NAL,20.8912,-87.84317
PRIMARIA ANDRES QUINTANA ROO ,20.89498,†-87.83929
COMISARIA MUNICIPAL,20.57952,-87.91894
ESC. PRIM. BENITO JUAREZ GARCIA,20.85062,-87.67416
PRIM. BENITO JUAREZ GARCIA,20.57952,-87.91901
J.N. EMILIANO ZAPATA,20.85771,-87.66896
PRIM. EMILIANO ZAPATA,20.8592,-87.66864
SEC. VENUSTIANO CARRANZA,20.86603,-87.6689
PRIM. IGNACIO ZARAGOZA,20.6732,-88.00847
J.N. SALVADOR ALVARADO,20.67728,-88.00682
TELESECUNDARIA SIMON BOLIVAR,20.67731,-88.00702
COMISARIA MUNICIPAL,20.67743,-88.00644
ESC. PRIM. NACHI COCOM,20.71801,†-87.86393
CENTRO PREESCOLAR INDIGENA BENITO JUARES GARCIA,20.65345,-87.93626
ESC. PRIM. FRANCISCO I MADERO,20.65059,-87.93313
CRISTOBAL COLON,20.82341,†-87.92442
SERVICIOS DE SALUD ,20.82442,-87.92443
ESC. SEC. GRACIANO RICALDE ,20.82193,-87.92714
COMISARIA MUNICIPAL,20.82336,-87.92408
CENTRO DE EDUCACION PREESCOLAR CRISTOBAL COLON,20.82016,†-87.91858
ALBERGE ESCOLAR CRISTOBAL COLON,20.82084,-87.91963
COMISARIA MUNICIPAL,20.73677,-87.82863
ESC PRIM. PABLO MORENO,20.73728,-87.82955
JARDIN DE NI—OS,"20.73745,",-87.82903
ESC. PRIM. MANUEL AVILA CAMACHO,20.6945,-87.81787
COMISARIA MUNICIPAL,20.67769,-88.00645
IGLESIA CATOLICA,20.67769,-88.00645
ESCUELA EMILIANO ZAPATA,20.79213,-87.75156
COMISARIA MUNICIPAL,20.67743,-88.00644
ESC. PRIM. EMILIANO ZAPATA,20.56721,-87.96045
AGUSTIN VADILLO CICERO,20.5689,-87.95997
ESC PRIM IGNACIO ALLENDE,20.56715,-87.96037
CENTRO PREESCOLAR TSIIB JU UM,20.56689,-87.96251
IGLESIA CATOLICA,20.92616,-87.73286
COMISARIA MUNICIAPL,20.92592,-87.73321
PEESCOLAR NI—OS HEROES ,20.92571,-87.73289
COMISARIA EJIDAL,20.92592,-87.73321
ESC. PRIM. IGNACIO MANUEL ALTAMIRANO,20.92537,-87.73338
COMISARIA MUNICIPAL,20.94475,-87.78815
JARDIN DE NI—OS YAX KUM ZAJOB,20.94519,-87.79114
ESC PRIM. ADOLFO LPEZ MATEOS,20.94505,-87.78861
ESC PRIM. MIGUEL ALEMAN VALDEZ,20.75462,-87.83812
PEREESCOLAR CRISTOBAL COLON,20.71716,-87.86581
COMISARIA MUNICIPAL,20.71676,-87.86597
COMISARIA MUNICIPAL,-20.71655,-87.86581
ESC. PRIM. RAFAEL RAMIREZ CASTA—EDA,20.77368,-87.79411
COMISARIA MUNICIPAL,20.71713,-87.86649
ESC. PRIM JUSTO SIERRA MENDEZ,20.66101,-89.00899
EDUCACION INICIAL YAX- LIK IL,20.85584,-87.86688
TELESECUNDARIA JAIME TORRES BODET,20.85388,-87.86885
CASA EJIDAL,20.85685,-87.87034
IGLESIA CATOLICA,20.85668,-87.87038
PREESCOLAR,20.85587,-87.86692
DISPENSARIO MEDICO,20.85736,-87.86994
ESC. PRIM. ESTADO DE VERACRUZ,20.85668,†-87.87013
PREESCOLAR LEONA VICARIO,20.76904,-88.00424
CASA DE SALUD,20.77295,-87.96469
PRIMARIA MARTIRES DE CHICAGO,20.7681,-88.00332
IGLESIA CATOLICA,20.76863,-88.00383
COMISARIA MUNICIPAL,"20.76882,",-88.00422
TELESECUNDARIA JUAN RUIZ DE ALARCON,20.77033,†-87.96387
ESC. PRIM. SALVADOR DIAZ MIRON,20.77256,†-87.96414
IGLESIA CATOLICA,20.77319,-87.96463
COMISARIA MUNICIPAL,20.7726,-87.96429
ESC. PRIM. CECILIO CHI,20.95713,-87.73013
E.P. # 86 FELIPE CARRILLO PUERTO,21.1365,-89.51494
E.P. FRANCISCO I. MADERO,21.13542,-89.51745
COBAY,21.14078,-89.5099
J DE NI—OS VICTORIANO DOMINGEZ TUN,21.13306,-89.51612
E.S.T. No. 22,21.12837,-89.51728
COBAY,20.62353,-88.22867
E.P. LAZARO CARDENAS,20.63378,-88.21713
E.S. ADOLFO L”PEZ MATEOS,"20.62822,",-88.21091
J.N. MANUEL ANTONIO AY,20.62849,-88.21481
J.N. MARGARITA MAZA DE JUAREZ,20.62493,-88.21892
ESC. PRIM. GUERRA DE CASTAS,20.63021,†-88.21879
5 DE MAYO,20.38316,-88.08427
21 DE AGOSTO,"20.3574,",-88.14085
TELESECUNDARIA No. 6 CUITLAHUAC,20.35773,-88.14072
E.P. CUAUHTEMOC,20.35269,-88.21854
IGLESIA DE NUESTRA SE—ORA DE LA ASUNCION ,"20.63149,",-88.21641
E.S.T. No. 88,20.32825,-88.48889
E.P. JOSEFA ORTIZ DE DOMINGUEZ,20.33709,-88.48797
ALBERGUE INDIGENA JOSEFA ORTIZ DE DOMINGUEZ,20.34151,†-88.48906
4 DE JUNIO,20.38898,-88.47602
LUIS DONALDO COLOSIO MURIETA,20.38582,-88.47439
E.P. MANUEL CEPEDA PERAZA,20.16085,-88.60945
TELESECUNDARIA LEONA VICARIO,20.16109,†-88.61434
CASA EJIDAL,"20.38922,†",†-88.47563
ESC. PRES. JAIME ,20.16379,", -88.60864"
E.P. 4 DE JUNIO,20.38762,†-88.47514
ESC.SEC.TEC. N 23 NI—OS HEROES,20.75822,†-89.827
E.P. NICOLAS BRAVO,-89.83029,-89.83029
E.P. VICENTE GUERRERO,"20.74976,",†-89.83299
ESC.PRIM.URBANA SEBASTIAN DIAZ MARIN,20.43173,†-89.29865
ESC. PRIM. ESTATAL SEBASTIAN DIAZ MARIN,20.43173,†-89.29865
ESC. PRM. CHILAM BALAM,20.43511,†-89.30183
PALACIO MUNICIPAL,20.42715,-89.30642
ESC. PRIM. LUIS HIDALGO MONROY,20.38952,-89.47411
ESCUELA SECUNDARIA JACINTO PAT,20.37896,-89.47233
COMISARIA EJIDAL,20.38995,†-89.46911
DIF MUNICIPAL,20.3891,-89.46984
E.P. FRANCISCO J. MUJICA,21.21029,†-89.30251
J.N. ISOLINA AGUILAR DE PI—A,21.21794,-89.3059
J.N. JEAN PIAGET,21.20859,†-89.31401
E.P. BENITO JU¡REZ,21.20923,-89.31526
GUARDERIA SEMILLAS DEL MAYAB,21.20951,-89.30475
COLEGIO DE BACHILLERES,21.21115,89.30157
E.P. SAN DIEGO,21.23764,-89.30567
DISPENSARIO MEDICO,21.23143,†-89.27645
ESC. SEC. ESTATAL N 62 RICARDO LOPEZ MENDEZ,21.21802,-89.30507
CBTA No. 100,"21.25206,",†-89.0262
JDN. CRISTOBAL COLON,21.25134,-89.04088
JDN. JUVENTINO ROSAS,21.24534,†-89.04946
E.P. BENITO JUAREZ GARCIA,21.24522,", -89.04749"
E.P. EMILIANO ZAPATA,21.2456,-89.03564
E.P. MANUEL LOPEZ GARCÕA,21.25468,-89.04221
MIGEL HIDALGO Y COSTILLA,21.24184,-89.03972
MIGUEL HIDALGO Y COSTILLA,21.39078,-88.90046
E.P. VENUSTIANO CARRANZA,21.39305,-88.89109
ESC. SEC. TEC # 52,21.39041,-88.90275
IGLESIA CATOLICA,21.39337,-88.8912
ESC.PRIM DOMINGO PERAZA,"21.28465,",†-88.92694
ESC.PRIM. FELIPE CARRILLO PUERTO,21.27776,†-88.92478
ESC. SEC. TEC. #27,21.27157,-88.92978
JDN. DR. VASCO DE QUIROGA,21.27934,-88.92929
ADOLFO LOPEZ MATEOS,20.84086,-88.53637
COBAY,20.84094,-88.53856
COMISARIA EJIDAL,20.84014,-88.52793
IGLESIA DE SANTA INES,20.84014,-88.52705
IMPERIO MAYA,20.83725,-88.52591
MARIA DEL TR¡NSITO NOVELO,20.83789,†-88.52436
SILVESTRE EROSA PENICHE,20.8406,†-88.52756
COMISARIA,20.81035,-88.54731
YAXCHE,20.72941,-88.54762
ASOCIACION GANADERA LOCAL,21.12956,-88.89589
CASA EJIDAL,21.12747,†-88.89048
E.S. VICTOR M. GUTIERREZ ARCEO,21.12994,-88.89722
IGLESIA CATOLICA,21.12821,†-88.89059
J.N. JUSTO SIERRA,21.12613,-88.89072
PALACIO MUNICIPAL,21.12906,†-88.89096
CAPILLA CAT”LICA,21.12821,†-88.89059
E.S.T No. 12,21.00864,-88.2833
E. RAFAEL RAMIREZ CASTA—EDA,21.011,-88.30267
ESC.PRIM  EMILIANO ZAPATA,21.09126,†-88.26889
ESC. PRUDENCIO PATRON PENICHE,21.09132,-88.26867
E. FRANCISCO MENDOZA PALMA,20.91627,†-88.41876
COMISARÕA MUNICIPAL,21.12321,-88.47258
COMISARÕA EJIDAL,20.91684,", -88.42036"
CAPILLA SAN ANTONIO DE PADUA,20.91705,-88.41994
E.P. BENITO JUAREZ,20.92587,†-88.29628
J.N. BENITO JUAREZ,20.92279,†-88.29653
SECUNDARIA MERCEDEZ PENICHE LOPEZ,20.93227,-88.29789
ESC.PRIM. HERMANOS SERDAN,21.11297,-88.47248
ESC. PRIM. FELIPE CARRILLO PUERTO,21.12485,†-88.47209
CAPILLA DE SAN ISIDRO LABRADOR ,21.12255,-88.47237
ESC. PRIM ESTADO DE MICHOACAN,21.0184,-88.30656
U.B-R.,"21.01661,",†-88.30295
JARDIN DE NI—OS  CECILIO CHI,21.00576,-88.30585
ESC. PRIM CECILIO CHI,21.00518,-88.30692
J. DE NI—OS ROSARIO CASTELLLANOS ,21.01287,-88.30557
FABIAN VALLADO ESCALANTE,21.02488,-88.30608
JARDIN DE NI—OS TUMBEN HA,21.02056,†-88.30512
PRIM. RAFAEL RAMIREZ CASTA—EDA,21.011,-88.30267
PRIM. ALFREDO PENICHE EROSA,20.87485,†-88.31429
TEMPLO PRINCIPE DE PAZ,20.48042,-90.08132
ESC. PRIM. RAFAEL RAMIREZ CASTA—EDA,"20.46839,",†-90.08102
PANTEL COBAY,20.49341,†-90.07668
ESC. SEC. 20 RAMON GONZALEZ JIMENEZ,20.49279,-90.07711
JARDIN DE NI—OS FRANCISCO JAVIER MINA,20.48023,-90.0901
ESC. PRIM. LAZARO CARDENAS DEL RIO,20.52555,†-90.13827
ESC. PRIM. FRANCISCO I MADERO,20.43586,-90.09836
TEMPLO ANTIOQUIA,"20.46839,",†-90.08102
TELESECUNDARIA BENEMERITO DE LAS AMERICAS,20.4874,-90.15109
PALACIO MUNICIPAL,20.47769,-90.08213
ESC. SEC. TECNICA N 17,20.81758,-89.23597
ESC. ALBERTO ECHEVERRIA FERRAEZ N223,20.81599,-89.24541
ESC. JOSEFA ORTIZ DE DOMINGUEZ,20.79094,-89.18308
ESC. JARDIN DE NI—OS,20.81571,-89.2414
ESC. PRIM. MOISES SAENZ,20.81587,-89.24797
CLINICA DEL SEGURO SOCIAL,20.86306,89.20812
ESC. PRIM. DE WALIS,20.86123,-89.19325
